title,date,body,original_link,name
Turning Your World Upside Down: A Sabbatical Adventure,2004/05,"<div class=""centerColumn heightMatch""> 
 <h1 class=""PageTitle "">&quot;Turning Your World Upside Down: A Sabbatical Adventure&quot;</h1>
 <div class=""bodyCopy"">
   November 2&nbsp;
  <br />Margrit von Braun - College of Graduate Studies 
  <br />
  <br />Abstract: &quot;Turning your World Upside Down: A Sabbatical Adventure&quot; 
  <br />The opportunity to take a sabbatical leave is one of the privileges of an otherwise wonderful job. The term “sabbatical year” is derived from an ancient practice whereby every seventh year vineyards and fields remained fallow and debtors were released from their obligations. In modern times, the sabbatical leave is defined (by Webster’s) as “a leave of absence, often with pay, usually granted every seventh year, as to a college professor, for travel, research, or rest.” At UI, the definition includes “study, work, or travel” (note the absence of “rest”!) in order to “enhance the faculty member’s value to UI.” 
  <br />
  <br />I will describe some of the wonderful adventures I had in Spring 2004 with a small subset of the 3000 photos I took. My travels took me from a modern university in southern Thailand to Nelson Mandela’s self-described university in prison on Robben Island in South Africa. I also discovered connections among a lead smelter in the Russian Far East, one in Zambia, and Idaho’s own Bunker Hill site that surprised me and validated years of work. 
  <br />
  <br />As a Humble Explorer of Planet Earth, I was reminded that serendipity is better than planning and that, in the words of Michael Faraday, “nothing is too wonderful to be true.” 
  <br />
  <br />
 </div> 
</div>",http://www.uidaho.edu/class/mric/archives/pre-2010/fall2004/vonbraun,vonbraun
The Benefits and Challenges of Launching a New Interdisciplinary Ph.D. Program,2004/05,"<div class=""centerColumn heightMatch""> 
 <h1 class=""PageTitle "">&quot;The Benefits and Challenges of Launching a New Interdisciplinary Ph.D. Program&quot;</h1>
 <div class=""bodyCopy""> 
  <u>
   October 26
  </u> 
  <br />Lisette Waits - Wildlife Resources 
  <br />
  <br />Abstract: To achieve biodiversity conservation and sustainable production in anthropogenically fragmented landscapes, scientists need to be trained in a holistic fashion that emphasizes integration and interdisciplinary collaboration. Traditional graduate programs in conservation biology, forestry, and agriculture fall short of this goal as they train scientists with research skills in narrowly defined disciplines and rarely, if ever, facilitate integration across disciplines. We present an NSF funded experiment in graduate education that develops and evaluates an integrative educational model with an emphasis on developing interdisciplinary research skills and knowledge in the biological, physical and social sciences. This educational program involves researchers from 7 departments and 3 colleges at the University of Idaho plus four research areas at the Tropical Agricultural Research and Higher Education Center (CATIE) in Costa Rica. Eighteen PhD students have been recruited to form 5 interdisciplinary teams that are addressing research questions in conservation biology and sustainability of agricultural and forestry production in temperate and tropical ecosystems. Team members representing biological, physical and social sciences work together to develop and implement interdisciplinary research projects. The structure, challenges and successes of this new graduate program will be highlighted. 
  <br />
  <br />
 </div> 
</div>",http://www.uidaho.edu/class/mric/archives/pre-2010/fall2004/waits,waits
What’s a Poem Worth?,2004/05,"<div class=""centerColumn heightMatch""> 
 <h1 class=""PageTitle "">&quot;What’s a Poem Worth?&quot; </h1>
 <div class=""bodyCopy""> 
  <u>
   November 30
  </u> 
  <br />Robert Wrigley - English 
  <br />
  <br />Abstract: There is considerable evidence to suggest that poetry may well be the least practical art in existence, though its impracticality, from the poet’s point of view, at least, is self-inflicted. It is a fact that no one in the United States of America can make a living writing poems. Some poets have made something like a living on what’s called “the reading circuit,” speaking their poems to audiences, becoming something more like itinerant performers of poetry than writers of it. But no genuine poet, writing with high literary standards, in this nation, has ever been able to support him/herself on what the world of publishers and readers will pay for the art. And yet, people keep on writing poems. People in ever-growing numbers want to be poets. And sales of poetry books are higher than ever American history. Why? Perhaps it is because there is no one more deeply and significantly in touch with language than poets. The poet’s language is, after all, the same language we use to woo and to wound, to sing and to curse, to sell and to offer salvation. It is, therefore, the poet’s job to redeem the language, to keep it honest, to show how important each individual word can be. 
  <br />
  <br />
 </div> 
</div>",http://www.uidaho.edu/class/mric/archives/pre-2010/fall2004/wrigley,wrigley
Spring 2004,2003/04,"<div class=""centerColumn heightMatch""> 
 <h1 class=""PageTitle "">Spring 2004</h1>
 <div class=""bodyCopy""> 
  <u>
   January 27
  </u> 
  <br />&quot;Bats, cats, and &quot;rats&quot;: what they can tell us about making humans live longer, healthier lives&quot; 
  <br />Steve Austad - Biological Sciences 
  <br />
  <br />
  <u>
   February 3 
   <br />
  </u>&quot;Lost in Space-Organization of Spatial Memory and its Potential Role in Architectural Design&quot;&nbsp;
  <br />
  <a href=""http://www.uidaho.edu/class/psychcomm/steffenwerner"" title=""Steffen Werner"">Steffen Werner</a> - Psychology &amp; Communication Studies 
  <br />
  <br />
  <u>
   February 10
  </u> 
  <br />&quot;Using Mathematics to Approach Big Questions&quot;&nbsp;
  <br />
  <a href=""http://www.uidaho.edu/sci/math/faculty/mnielsen"" title=""Mark Nielsen"">Mark Nielsen</a> - Mathematics 
  <br />
  <br />
  <u>
   February 17 
  </u>
  <br />&quot;An Interdisciplinary Approach to Teaching Research Methods&quot; 
  <br />Molly Stock - Forest Resources &amp; Computer Science
  <br />&nbsp;
  <br />
  <u>
   February 24
  </u> 
  <br />&quot;An Ear for Jazz&quot; 
  <br />
  <a href=""http://www.uidaho.edu/class/music/danielbukvich"" title=""Daniel Bukvich"">Dan Bukvich</a>, 
  <a href=""http://www.uidaho.edu/class/music/alan-gemberling"" title=""Alan Gemberling"">Al Gemberling</a>, &amp; Robert McCurdy - Lionel Hampton School of Music
  <br />
  <br />
  <u>
   March 2
  </u> 
  <br />&quot;Scientist or Entrepreneur--In Search of My True Identity&quot;&nbsp;
  <br />Matthew Morra - Soil &amp; Land Resources Division 
  <br />
  <br />
  <u>
   March 9
  </u> 
  <br />&quot;An Interdisciplinary Program in Product Realization&quot;&nbsp;
  <br />
  <a href=""http://www.uidaho.edu/engr/me/faculty/stevenbeyerlein"" title=""Steven Beyerlein"">Steve Beyerlein</a> - Mechanical Engineering&nbsp;
  <br />
  <a href=""http://www.uidaho.edu/engr/me/faculty/donaldelger"" title=""Donald Elger"">Don Elger</a> - Mechanical Engineering&nbsp;
  <br />Linda Morris - Business 
  <br />
  <br />
  <u>
   March 23 
   <br />
  </u>&quot;The Academic Study of the Bible: Intersection of Disciplines&quot;&nbsp;
  <br />Jance Capel Anderson - Philosophy 
  <br />
  <br />
  <u>
   March 30
  </u>
  <br />&quot;Between Disciplines: Subject(s) to Exchange&quot;&nbsp;
  <br />
  <a href=""http://www.uidaho.edu/class/english"" title=""English"">Stephan Flores</a> - English 
  <br />
  <br />
  <u>
   April 6 
  </u>
  <br />&quot;Tools for Music: Bringing Modern Technology to the Art of Reedmaking&quot;&nbsp;
  <br />Susan Hess - Music&nbsp;
  <br />
  <a href=""http://www.uidaho.edu/cals/bae/faculty/thomashess"" title=""Thomas Hess"">Tom Hess</a> - Biological and Agricultural Engineering 
  <br />
  <br />
  <u>
   April 20 
  </u>
  <br />&quot;Developing the New Living Learning Center&quot; 
  <br />Dan Schoenberg - Auxiliary Services 
  <br />
  <br />
  <u>
   April 27 
  </u>
  <br />&quot;Discovering the International Law Nexus with Idaho: The College of Law's Annual International Law Symposium&quot; 
  <br />Russell Miller - Law 
  <br />
 </div> 
</div>",http://www.uidaho.edu/class/mric/archives/pre-2010/spring2004,spring2004
Evolutionary Lag: What Is It and What Does It Tell Us about the Design of Human Behavior?,2005/06,"<div class=""centerColumn heightMatch""> 
 <h1 class=""PageTitle "">&quot;Evolutionary Lag: What Is It and What Does It Tell Us about the Design of Human Behavior?&quot; </h1>
 <div class=""bodyCopy""> 
  <u>
   November 8th
  </u> 
  <br />John Byers - Biology 
  <br />
  <br />Abstract: I first became interested in evolutionary lag when its presence was thrust upon me during my long-term study of pronghorn. Several aspects of pronghorn behavior do not make sense when viewed from a current perspective, but make prefect sense when viewed as adaptations to the recent past. There are examples in many other species of the persistence of behavioral traits long after the selective forces that brought them about are gone. Humans are such a species. We retain many behavioral traits that are adaptations to a stone-age or pre-stone-age time. Several of these traits are not adaptive in modern society, but we are not likely to loose them soon. 
  <br />
  <br />
  <br />
  <br />
 </div> 
</div>",http://www.uidaho.edu/class/mric/archives/pre-2010/fall2005/byers,byers
A Point of View on Being an Expert and Just Being,2005/06,"<div class=""centerColumn heightMatch""> 
 <h1 class=""PageTitle "">&quot;A Point of View on Being an Expert and Just Being&quot;</h1>
 <div class=""bodyCopy""> 
  <u>
   October 25th&nbsp;
  </u> 
  <br />Sanford Eigenbrode - PSES 
  <br />
  <br />Abstract: As scientists, we believe in and employ rational methods to develop an understanding of nature that allows explanation and prediction, but that is always restricted somehow in scope. In interdisciplinary collaborative research aimed at understanding problems involving complex systems, we must relax the restrictions on scope and in so doing lose explanatory and predictive power. Living in the world as human beings we have the potential and perhaps the obligation to be open to everything without trying to confine or explain. The presentation will explore the complementarity among these different points of view. 
  <br />
  <br />
 </div> 
</div>",http://www.uidaho.edu/class/mric/archives/pre-2010/fall2005/eigenbrode,eigenbrode
Fall 2005,2005/06,"<div class=""centerColumn heightMatch""> 
 <h1 class=""PageTitle "">Fall 2005</h1>
 <div class=""bodyCopy""> 
  <u>
   September 6th
  </u> 
  <br />&quot;Teaching, Mentoring and Research - Compatible Priorities&quot;&nbsp;
  <br />
  <a href=""http://www.uidaho.edu/sci/chem/faculty/thomasbitterwolf"" title=""Thomas Bitterwolf"">Thomas Bitterwolf</a> - Chemistry 
  <br />
  <br />
  <u>
   September 12th 
   <br />
  </u>
  <a href=""http://www.uidaho.edu/class/mric/archives/pre-2010/fall2005/nelson"" title=""&quot;The Ethics of Wolf Control&quot;"">&quot;The Ethics of Wolf Control <br /></a>Michael Nelson - Philosophy 
  <br />
  <br />
  <u>
   September 20th 
   <br />
  </u>
  <a href=""http://www.uidaho.edu/class/mric/archives/pre-2010/fall2005/walden"" title=""“Lessons Learned from a Frozen Continent: Performing Research in Antarctica” "">&quot;Lessons Learned from a Frozen Continent: Performing Research in Antarctica&quot;&nbsp;<br /></a>
  <a onclick=""_gaq.push(['_trackPageview','/exit//University of Idaho/sci/geography/people/faculty']);"" href=""http://www.uidaho.edu/sci/geography/people/faculty"" title=""Meet our People"">Von Walden</a> - Geography 
  <br />
  <br />
  <u>
   September 27th
  </u> 
  <br />
  <a href=""http://www.uidaho.edu/class/mric/archives/pre-2010/fall2005/zhu"" title=""“A City at War: Political Culture in Guilin during China’s Anti-Japanese War, 1938-1944” "">&quot;A City at War: Political Culture in Guilin during China’s Anti-Japanese War, 1938-1944&quot;&nbsp;</a>
  <br />
  <a href=""http://www.uidaho.edu/class/history/faculty-staff/pingchao-zhu"" title=""pingchao-zhu"">Pingchao Zhu</a> - History 
  <br />
  <br />
  <u>
   October 4th
  </u> 
  <br />&quot;Mining and Mine Rescue&quot; 
  <br />Michael Weaver - Idaho Geological Survey 
  <br />
  <br />
  <u>
   October 11th
  </u> 
  <br />
  <a href=""http://www.uidaho.edu/class/mric/archives/pre-2010/fall2005/machleidt"" title=""&quot;The Never-Ending Dream of Mankind: The Theory of Everything&quot; "">&quot;The Never-Ending Dream of Mankind: The Theory of Everything&quot;&nbsp;</a>
  <br />
  <a href=""http://www.uidaho.edu/sci/physics/physics-faculty/ruprechtmachleidt"" title=""Ruprecht Machleidt"">Ruprecht Machleidt</a> - Physics 
  <br />
  <br />
  <u>
   October 18th
  </u> 
  <br />
  <a href=""http://www.uidaho.edu/class/mric/archives/pre-2010/fall2005/graden"" title=""&quot;Mural Messages from Venezuela: El Presidente Hugo Ch&aacute;vez Fr&iacute;as y La Revoluci&oacute;n Bolivariana&quot; "">&quot;Mural Messages from Venezuela: El Presidente Hugo Ch&aacute;vez Fr&iacute;as y La Revoluci&oacute;n Bolivariana&quot;&nbsp;</a>
  <br />
  <a href=""http://www.uidaho.edu/class/history/faculty-staff/dale-graden"" title=""dale-graden"">Dale Graden</a> - History 
  <br />
  <br />Oc
  <u>
   tober 25th
  </u> 
  <br />
  <a href=""http://www.uidaho.edu/class/mric/archives/pre-2010/fall2005/eigenbrode"" title=""&quot;A Point of View on Being an Expert and Just Being&quot;"">&quot;A Point of View on Being an Expert and Just Being&quot; </a>
  <br />Sanford Eigenbrode - PSES 
  <br />
  <br />
  <u>
   November 1st
  </u> 
  <br />
  <a href=""http://www.uidaho.edu/class/mric/archives/pre-2010/fall2005/gregson"" title=""&quot;Good Work, Smart Workers, Engaged Learners, and Active Citizens&quot;"">&quot;Good Work, Smart Workers, Engaged Learners, and Active Citizens&quot; </a>
  <br />Jim Gregson - Adult, Career, and Technology Education 
  <br />
  <br />
  <u>
   November 8th
  </u> 
  <br />&quot;Evolutionary Lag: What Is It and What Does It Tell Us about the Design of Human Behavior?&quot;&nbsp;
  <br />
  <a href=""http://www.uidaho.edu/sci/biology/faculty/johnbyers"" title=""John Byers"">John Byers</a> - Biology 
  <br />
  <br />
  <u>
   November 15th&nbsp;
  </u>
  <br />
  <a href=""http://www.uidaho.edu/class/mric/archives/pre-2010/fall2005/reid"" title=""“The Performer as Collaborator: The Process of Commissioning Music” "">&quot;The Performer as Collaborator: The Process of Commissioning Music&quot;</a>&nbsp;
  <br />
  <a href=""http://www.uidaho.edu/class/music/jamesreid"" title=""James Reid"">James Reid</a> - Lionel Hampton School of Music 
  <br />
  <br />
  <u>
   November 29th 
  </u>
  <br />&quot;Perception as Reality: When, How and Should Researchers Aggregate Perception&quot;&nbsp;
  <br />
  <a href=""http://www.uidaho.edu/cbe/business/scottmetlen"" title=""Scott Metlen"">Scott Metlen</a> - Business 
  <br />
 </div> 
</div>",http://www.uidaho.edu/class/mric/archives/pre-2010/fall2005,fall2005
Mural Messages from Venezuela: El Presidente Hugo Chávez Frías y La Revolución Bolivariana,2005/06,"<div class=""centerColumn heightMatch""> 
 <h1 class=""PageTitle "">&quot;Mural Messages from Venezuela: El Presidente Hugo Ch&aacute;vez Fr&iacute;as y La Revoluci&oacute;n Bolivariana&quot; </h1>
 <div class=""bodyCopy""> 
  <u>
   October 18th 
  </u> 
  <br />Dale Graden - History 
  <br />
  <br />Abstract: Elected to the presidency of Venezuela in 1998 and 2000, survivor of an attempted coup d’&eacute;tat on an April weekend in 2002, President Hugo Ch&aacute;vez has been an outspoken advocate of social reform in his country and other countries in South America and the Caribbean Basin. These include urban and rural land reform, increased taxation on oil companies operating in Venezuela, the creation of “Bolivarian universities,” improved health care and access to housing in lower-class barrios, among others. In the words of President Ch&aacute;vez, “Socialism is love. We must reclaim socialism as a thesis, a project and a path, but a new type of socialism, a humanist one, which puts humans and not machines or the state ahead of everything.” Murals have informed and entertained observers around the world for the past 31,000 years. Since 1900, numerous talented muralists have expressed political and social ideals through images and phrases, particularly in South America. In countries where many citizens have had minimal formal education, murals are a rich and influential form of communication. Eighty percent of Venezuela’s 25 million inhabitants are marginalized. Murals painted on walls in cities and pueblos throughout Venezuela send messages to these people and to the world. 
  <br />
  <br />Suggested Readings: Alma Guillermoprieto, &quot;Don't Cry For Me, Venezuela,&quot; New York Review of Books, 6 October 2005 
  <a onclick=""_gaq.push(['_trackPageview','/exit/www.nybooks.com/articles/18302']);"" href=""http://www.nybooks.com/articles/18302"" target=""_blank"" title=""Article &amp;quot;Don't Cry For Me, Venezuela&amp;quot;"">http://www.nybooks.com/articles/18302</a> 
  <br />
  <br />Alma Guillermoprieto, &quot;The Gambler,&quot; New York Review of Books, 20 October 2005 
  <a onclick=""_gaq.push(['_trackPageview','/exit/www.nybooks.com/articles/18355']);"" href=""http://www.nybooks.com/articles/18355"" target=""_blank"" title=""Article &amp;quot;The Gambler&amp;quot;"">http://www.nybooks.com/articles/18355 <br /></a>
  <br />John Dinges, &quot;Soul Search,&quot; Columbia Journalism Review, July/August, 2005 
  <a onclick=""_gaq.push(['_trackPageview','/exit/www.cjr.org/issues/2005/4/dinges.asp']);"" href=""http://www.cjr.org/issues/2005/4/dinges.asp"" target=""_blank"" title=""Article &amp;quot;Soul Search&amp;quot;"">http://www.cjr.org/issues/2005/4/dinges.asp <br /></a>
  <br />
 </div> 
</div>",http://www.uidaho.edu/class/mric/archives/pre-2010/fall2005/graden,graden
"Good Work, Smart Workers, Engaged Learners, and Active Citizens",2005/06,"<div class=""centerColumn heightMatch""> 
 <h1 class=""PageTitle "">&quot;Good Work, Smart Workers, Engaged Learners, and Active Citizens&quot;</h1>
 <div class=""bodyCopy""> 
  <u>
   November 1st&nbsp;
   <br />
  </u>Jim Gregson - Adult, Career, and Technology Education 
  <br />
  <br />Abstract: Expanding upon John Dewey’s notion of learning through occupations, and his progressive critique of both education and work, I will present a democratic vision for interdisciplinary and multidisciplinary approaches to learning in the context of higher education. This presentation will be conceptual (e.g., post-Fordism, post-industrialism), theoretical (e.g., critical theory, postmodernism), empirical (e.g., research findings related to integration, experiential approaches), and practical (e.g., implications for curriculum, instruction). 
  <br />
  <br />
 </div> 
</div>",http://www.uidaho.edu/class/mric/archives/pre-2010/fall2005/gregson,gregson
The Never-Ending Dream of Mankind: The Theory of Everything,2005/06,"<div class=""centerColumn heightMatch""> 
 <h1 class=""PageTitle "">&quot;The Never-Ending Dream of Mankind: The Theory of Everything&quot; </h1>
 <div class=""bodyCopy""> 
  <u>
   October 11th 
  </u> 
  <br />Ruprecht Machleidt - Physics 
  <br />
  <br />Abstract: One of the most impressive results of modern science is the tremendous progress that has been made in the understanding of nature and the universe in fundamental terms. The so-called &quot;Standard Model&quot; of physics shows how the many phenomena of this world can be explained on the basis of just a few fundamental principals. These recent advances may suggest that the development of a &quot;Theory of Everything&quot; is just an idea of modern times. That is not true. In fact, almost as long as humans have done science, they have tried to find general principals underlying all nature. Ancient Greek philosophers have played an outstanding role: There are amazing parallels between the ideas of Plato and the theories of modern particle physics. Thus, in this colloquium, I will review the basic ideas and changing perceptions of the intellectually most challenging dream of mankind pervading history from the antiquity to modern days: the final theory of all of nature. 
  <br />
  <br />
 </div> 
</div>",http://www.uidaho.edu/class/mric/archives/pre-2010/fall2005/machleidt,machleidt
